# Expression Atlas version: 0.1.4-SNAPSHOT
# Query: Genes matching: '' exactly, specifically expressed in any Developmental stage above the expression level cutoff: -0.1 in experiment E-MTAB-2812, filtered by Sex: hermaphrodite and Organism part: organism
# Timestamp: Tue, 28-Apr-2015 03:38:09
Gene ID	Gene Name	3-fold embryo Ce	4-cell embryo Ce	L1 larva Ce	L2 larva Ce	L2d-dauer molt Ce	L3 larva Ce	L4 larva Ce	adult Ce	dauer larva Ce	elongating embryo Ce	enclosing embryo Ce	fully-elongated embryo Ce	gastrulating embryo Ce	late cleavage stage embryo Ce	newly molted young adult hermaphrodite Ce	post dauer stage Ce	proliferating embryo Ce
WBGene00173643	21ur-6756	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173644	21ur-12882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173645	21ur-12532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173646	21ur-12567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173647	21ur-5572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173648	21ur-15164	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00173649	21ur-14465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173650	21ur-10106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173651	21ur-12139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173652	21ur-8450	0	0	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00173653	21ur-11677	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
WBGene00173654	21ur-14018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173655	21ur-12845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173656	21ur-13335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173657	21ur-11247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173658	21ur-6325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173659	21ur-13665	0	0	22	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0
WBGene00173660	21ur-14608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173661	21ur-9826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173662	21ur-11086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173663	21ur-9869	56	0	0	0	0	0	0	0	0	36	0	8	0	12	0	0	0
WBGene00173664	21ur-14289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173665	21ur-12335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173666	21ur-13214	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0
WBGene00173667	21ur-15594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173668	21ur-9954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173669	21ur-13762	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173670	21ur-13733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173671	21ur-10223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173672	21ur-13257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173673	21ur-8838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173674	21ur-15399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173675	21ur-6110	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00173676	21ur-5954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173677	21ur-14778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173678	21ur-9817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173679	21ur-8636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173680	21ur-5825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173681	21ur-15427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173682	21ur-12107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173683	21ur-14029	0	0	8	0	2	9	0	1	2	0	0	0	0	0	10	0	0
WBGene00173684	21ur-11524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173685	21ur-9236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173686	21ur-5632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173687	21ur-7867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173688	21ur-12008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173689	21ur-14430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173690	21ur-12340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173691	21ur-7415	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0
WBGene00173692	21ur-6434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173693	21ur-14783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173694	21ur-8515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173695	21ur-11557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173696	21ur-7963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173697	21ur-10316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173698	21ur-15589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173699	21ur-14425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173700	21ur-6915	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00173701	21ur-12176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173702	21ur-6079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173703	21ur-13007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173704	21ur-9188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173705	21ur-6667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173706	21ur-11858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173707	21ur-13222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173708	21ur-6790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173709	21ur-6552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173710	21ur-15562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173711	21ur-6208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173712	21ur-12064	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173713	21ur-11142	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
WBGene00173714	21ur-14086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173715	21ur-14031	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173716	21ur-11469	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0
WBGene00173717	21ur-7287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173718	21ur-6783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173719	21ur-10411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173720	21ur-11052	0	0	0.2	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
WBGene00173721	21ur-12236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173722	21ur-6263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173723	21ur-14137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173724	21ur-12255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173725	21ur-12811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173726	21ur-10066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173727	21ur-6322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173728	21ur-7337	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
WBGene00173729	21ur-7170	0	0	150	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00173730	21ur-10714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173731	21ur-10833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173732	21ur-13098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173733	21ur-6681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173734	21ur-12725	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00173735	21ur-12790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173736	21ur-13206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173737	21ur-13465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173738	21ur-15171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173739	21ur-6819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173740	21ur-12202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173741	21ur-5604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173742	21ur-11787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173743	21ur-14322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173744	21ur-6005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173745	21ur-9116	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
WBGene00173746	21ur-6815	0	0	2	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
WBGene00173747	21ur-8628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173748	21ur-9107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173749	21ur-10034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173750	21ur-12093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173751	21ur-13565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173752	21ur-8792	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173753	21ur-10125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173754	21ur-10724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173755	21ur-12293	0	0	14	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0
WBGene00173756	21ur-13300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173757	21ur-13219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173758	21ur-6703	0	0	5	0	0	0	0	0	0	0	0	0	2	2	0	0	0
WBGene00173759	21ur-10791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173760	21ur-8805	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173761	21ur-11683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173762	21ur-13841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173763	21ur-5608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173764	21ur-14209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173765	21ur-6461	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
WBGene00173766	21ur-10725	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0
WBGene00173767	21ur-8419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173768	21ur-10460	0	0	8	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
WBGene00173769	21ur-9205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173770	21ur-13869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173771	21ur-6544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173772	21ur-6988	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173773	21ur-15472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173774	21ur-8301	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173775	21ur-7234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173776	21ur-6808	0	0	22	0	0	0	0	0	2	0	0	3	0	0	0	0	0
WBGene00173777	21ur-9438	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173778	21ur-9441	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
WBGene00173779	21ur-5589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173780	21ur-5759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173781	21ur-12697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173782	21ur-7136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173783	21ur-10559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173784	21ur-15680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173785	21ur-6130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173786	21ur-10493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173787	21ur-9347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173788	21ur-10110	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173789	21ur-13394	0	0	11	0	0	0	0	0	0.3	0	0	0.9	0	0	0	0	0
WBGene00173790	21ur-15055	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
WBGene00173791	21ur-14372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173792	21ur-7891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173793	21ur-7309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173794	21ur-13203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173795	21ur-11293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173796	21ur-13992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173797	21ur-6346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173798	21ur-10540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173799	21ur-10966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173800	21ur-9323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173801	21ur-7766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173802	21ur-10148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173803	21ur-11160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173804	21ur-10549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173805	21ur-7239	0	0	33	2	0	0.5	0	0	0.4	0	0	0	0	0	0	0	0
WBGene00173806	21ur-15410	4	0	3	0	0.7	0	0	0	2	0	0	2	0	0	0	0	0
WBGene00173807	21ur-14382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173808	21ur-12222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173809	21ur-15084	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00173810	21ur-15050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173811	21ur-8533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173812	21ur-8368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173813	21ur-7012	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173814	21ur-12778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173815	21ur-10396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173816	21ur-13546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173817	21ur-14541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173818	21ur-10209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173819	21ur-10070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173820	21ur-7445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173821	21ur-12372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173822	21ur-14809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173823	21ur-11593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173824	21ur-13024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173825	21ur-15564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173826	21ur-14333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173827	21ur-13921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173828	21ur-9945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173829	21ur-10852	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
WBGene00173830	21ur-11577	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173831	21ur-14765	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173832	21ur-11596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173833	21ur-13979	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
WBGene00173834	21ur-6924	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
WBGene00173835	21ur-10076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173836	21ur-11773	0	0	10	0	0	2	0	0	0.4	0	0	0	0	0	0	0	0
WBGene00173837	21ur-9521	0	0	0.2	0	2	2	0	0	4	0	0	0	0	0	0	4	0
WBGene00173838	21ur-14193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173839	21ur-13908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173840	21ur-12243	0	0	15	0	0	0	0	0	0	0	8	0	0	2	0	0	0
WBGene00173841	21ur-14254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173842	21ur-11918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173843	21ur-14293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173844	21ur-6082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173845	21ur-10797	0	0	7	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
WBGene00173846	21ur-8148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173847	21ur-9966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173848	21ur-15101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173849	21ur-7274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173850	21ur-11748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173851	21ur-13935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173852	21ur-15322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173853	21ur-10898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173854	21ur-6573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173855	21ur-10941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173856	21ur-11127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173857	21ur-5698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173858	21ur-11427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173859	21ur-7384	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173860	21ur-11806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173861	21ur-7380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173862	21ur-14097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173863	21ur-14277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173864	21ur-12274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173865	21ur-11612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173866	21ur-15435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173867	21ur-10598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173868	21ur-6045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173869	21ur-13488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173870	21ur-7925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173871	21ur-14352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173872	21ur-6850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173873	21ur-12539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173874	21ur-8156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173875	21ur-10140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173876	21ur-5968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173877	21ur-7440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173878	21ur-12781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173879	21ur-8387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173880	21ur-7198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173881	21ur-9022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173882	21ur-6095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173883	21ur-11357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173884	21ur-15586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173885	21ur-5718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173886	21ur-11231	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
WBGene00173887	21ur-6749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173888	21ur-6879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173889	21ur-7134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173890	21ur-7490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173891	21ur-10426	0	0	21	0	0	0	0	0	0	0	8	0	0	0	0	0	0
WBGene00173892	21ur-12411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173893	21ur-14291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173894	21ur-6590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173895	21ur-11292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173896	21ur-5461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173897	21ur-5556	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173898	21ur-9512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173899	21ur-15660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173900	21ur-8704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173901	21ur-15503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173902	21ur-6089	0	0	0.2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
WBGene00173903	21ur-14480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173904	21ur-7400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173905	21ur-13434	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00173906	21ur-8970	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
WBGene00173907	21ur-8415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173908	21ur-8055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173909	21ur-13427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173910	21ur-7369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173911	21ur-10008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173912	21ur-15632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173913	21ur-14901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173914	21ur-9582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173915	21ur-5974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173916	21ur-12150	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
WBGene00173917	21ur-6397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173918	21ur-13901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173919	21ur-6363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00173920	21ur-8696	0	0	3	0	3	13	3	0	0.4	0	0	0	0	0	3	0.9	0
